img_path,summary,category
mturk_charts/no_data/multi_col/8657.png,"An analysis of Republican and Republican-leaning registered voters at three points over a roughly five month period shows that by April, Trump was the preferred nominee of just 34% of those who attend religious services weekly, including 15% who had been steady supporters (i.e., had consistently supported him across the three separate surveys in December 2015, March 2016 and April 2016). Two-thirds of regular churchgoing Republicans were not supporting Trump for the GOP nomination even in April. This includes 57% who were Trump “skeptics,” having not expressed support for Trump as the GOP nominee in any of the three surveys conducted mainly online among participants in the Pew Research Center’s American Trends Panel between December and April.",good
mturk_charts/no_data/multi_col/8658.png,"But while churchgoing Republicans were particularly skeptical of Trump during the primaries, they are firmly in his corner now that the general election campaign is underway. Indeed, in a June 2016 telephone survey, churchgoing GOP voters were as supportive of Trump in the general election as Republicans who attend religious services less than once a week. Nearly nine-in-ten GOP registered voters who attend religious services weekly say they would vote for Trump over Clinton if the election were held today, including 40% who say they would “strongly” support Trump in the general election. Among GOP voters who attend less regularly, 84% say they would back Trump if the election were today, including 41% who support him “strongly.”",good
mturk_charts/no_data/multi_col/8662.png,"Meanwhile, the share of all Hispanic adults who access the internet through a home broadband connection is little changed since 2010. Then, 45% said they accessed the internet through a broadband home connection. Today that share is 46%. Among blacks too there was little change in the share of adults who have broadband access at home – 50% in 2010 and 55% in 2015. Over the same period, that share among whites grew from 64% to 73%.",good
mturk_charts/no_data/multi_col/8663.png,"About eight-in-ten (78%) Republicans say too many people are easily offended, while just 21% say people should be more careful to avoid offending others. Among Democrats, 61% think people should be more careful not to offend others, compared with 37% who say people these days are too easily offended.",good
mturk_charts/no_data/multi_col/8664.png,"There also are demographic differences in concerns over language that may offend others. About two-thirds of men (68%) say too many people are easily offended by language today, compared with only about half (51%) of women. Among blacks, 67% say people should be more careful with language to avoid offending people of different backgrounds, while just 30% say too many people are easily offended by language these days. Among whites, opinions are reversed: 67% say too many are easily offended, compared with 32% who think more care should be taken to not offend others.",good
mturk_charts/no_data/multi_col/8666.png,"Roughly a quarter of U.S. adults (24%) turn to social media posts from either the Hillary Clinton or Donald Trump campaigns as a way of keeping up with the election, according to a new Pew Research Center survey conducted June 7 to July 5, 2016. This exceeds the portions that rely on the candidates’ campaign websites (10%) or their emails (9%). Overall, three-in-ten Americans get election news from at least one of these three online sources for news about the election.",good
mturk_charts/no_data/multi_col/8667.png,"While supporters of each candidate are more likely to turn to their preferred candidate’s social media, the data also reveal some political cross-pollination. Among registered voters, one-in-ten Trump supporters go to Clinton’s social media posts, which is similar to the 13% of Clinton supporters who turn to Trump’s. What’s more, the rate at which these registered voters turn to the opposing candidate’s social media feed is about on par with the rate at which they turn to their preferred candidate’s website or emails: About one-in-ten Clinton supporters (11%) turn to her website and the same portion turn to her emails, where as 10% of Trump’s supporters turn to his website and 6% to his emails.  Very few turn to the websites and emails of the opposing candidate.",good
mturk_charts/no_data/multi_col/8672.png,"Black and white Americans have profoundly different views on racial equality, and a new survey finds they also differ on the extent to which a person’s race can be a burden or a benefit. For blacks, the answer is clear: 65% say “it is a lot more difficult to be black in this country than it is to be white.” Fewer than half as many whites (27%) agree. Among Hispanics, 37% say it is lot more difficult to be black than white, which is higher than the share of whites who say this but far lower than the number of blacks who do so. Most Hispanics say white people benefit from advantages in society that blacks do not have; 33% say whites benefit a great deal from these circumstances, compared with 62% of blacks and 13% of whites.",good
mturk_charts/no_data/multi_col/8673.png,"Nearly six-in-ten registered voters (57%) who support Clinton say it is a lot more difficult to be black than white, while 29% say it is a little more difficult and 13% say it is no more difficult. Among Trump supporters just 11% think it is a lot more difficult to be black than white, 42% say it is a little more difficult and 44% think it is no more difficult. Clinton supporters are divided racially and ideologically on both questions. About half of white Clinton supporters (53%) say it is lot more difficult to be black than white; that is less than the share of black Clinton supporters who say this (67%). However, just 10% of white Trump supporters say it is much more difficult to be black than white.",good
mturk_charts/no_data/multi_col/8678.png,"Overwhelming majorities of Republican voters in each of these groups now prefer Trump to Clinton in a general election matchup. However, the intensity of that support varies. Nearly all of those who were loyal supporters of Trump since December (98%) say they will vote for him against Clinton – and 91% are certain they will do so. By contrast, a smaller share of voters who did not support Trump in any of these three surveys back him in the general election: 79% do so, and only 53% of those in this group say they are “certain” they will vote for Trump over Clinton.",good
